film_key;film_last_update;film_title;film_description;film_release_year;film_language;film_rental_duration;film_rental_rate;film_duration;film_replacement_cost;film_rating_text;film_id;film_category
386;2006-02-15 05:03;GUMP DATE;A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft;2006;English;3;4.99;53;12.99;No One Under 17 Admitted ;386;Travel
387;2006-02-15 05:03;GUN BONNIE;A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico;2006;English;7;0.99;100;27.99;General Audiences;387;Games
388;2006-02-15 05:03;GUNFIGHT MOON;A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert;2006;English;5;0.99;70;16.99;No One Under 17 Admitted ;388;Comedy
389;2006-02-15 05:03;GUNFIGHTER MUSSOLINI;A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan;2006;English;3;2.99;127;9.99;Parents Strongly Cautioned;389;Sports
390;2006-02-15 05:03;GUYS FALCON;A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat;2006;English;4;4.99;84;20.99;Restricted;390;Sci-Fi
391;2006-02-15 05:03;HALF OUTFIELD;A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat;2006;English;6;2.99;146;25.99;Parents Strongly Cautioned;391;Family
392;2006-02-15 05:03;HALL CASSIDY;A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia;2006;English;5;4.99;51;13.99;No One Under 17 Admitted ;392;Children
393;2006-02-15 05:03;HALLOWEEN NUTS;A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat;2006;English;6;2.99;47;19.99;Parents Strongly Cautioned;393;Documentary
394;2006-02-15 05:03;HAMLET WISDOM;A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback;2006;English;7;2.99;146;21.99;Restricted;394;Sci-Fi
395;2006-02-15 05:03;HANDICAP BOONDOCK;A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia;2006;English;4;0.99;108;28.99;Restricted;395;Action
396;2006-02-15 05:03;HANGING DEEP;A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin;2006;English;5;4.99;62;18.99;General Audiences;396;Drama
397;2006-02-15 05:03;HANKY OCTOBER;A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia;2006;English;5;2.99;107;26.99;No One Under 17 Admitted ;397;Sci-Fi
398;2006-02-15 05:03;HANOVER GALAXY;A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention;2006;English;5;4.99;47;21.99;No One Under 17 Admitted ;398;Music
399;2006-02-15 05:03;HAPPINESS UNITED;A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan;2006;English;6;2.99;100;23.99;General Audiences;399;Foreign
400;2006-02-15 05:03;HARDLY ROBBERS;A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin;2006;English;7;2.99;72;15.99;Restricted;400;Documentary
401;2006-02-15 05:03;HAROLD FRENCH;A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert;2006;English;6;0.99;168;10.99;No One Under 17 Admitted ;401;Drama
402;2006-02-15 05:03;HARPER DYING;A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert;2006;English;3;0.99;52;15.99;General Audiences;402;Animation
403;2006-02-15 05:03;HARRY IDAHO;A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California;2006;English;5;4.99;121;18.99;Parents Strongly Cautioned;403;Drama
404;2006-02-15 05:03;HATE HANDICAP;A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station;2006;English;4;0.99;107;26.99;Parental Guidance Suggested;404;Comedy
405;2006-02-15 05:03;HAUNTED ANTITRUST;A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India;2006;English;6;4.99;76;13.99;No One Under 17 Admitted ;405;Travel
406;2006-02-15 05:03;HAUNTING PIANIST;A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park;2006;English;5;0.99;181;22.99;Restricted;406;Games
407;2006-02-15 05:03;HAWK CHILL;A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia;2006;English;5;0.99;47;12.99;Parents Strongly Cautioned;407;Documentary
408;2006-02-15 05:03;HEAD STRANGER;A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico;2006;English;4;4.99;69;28.99;Restricted;408;Games
409;2006-02-15 05:03;HEARTBREAKERS BRIGHT;A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies;2006;English;3;4.99;59;9.99;General Audiences;409;Children
410;2006-02-15 05:03;HEAVEN FREEDOM;A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans;2006;English;7;2.99;48;19.99;Parental Guidance Suggested;410;Comedy
411;2006-02-15 05:03;HEAVENLY GUN;A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat;2006;English;5;4.99;49;13.99;No One Under 17 Admitted ;411;Music
412;2006-02-15 05:03;HEAVYWEIGHTS BEAST;A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park;2006;English;6;4.99;102;25.99;General Audiences;412;Documentary
413;2006-02-15 05:03;HEDWIG ALTER;A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery;2006;English;7;2.99;169;16.99;No One Under 17 Admitted ;413;Comedy
414;2006-02-15 05:03;HELLFIGHTERS SIERRA;A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia;2006;English;3;2.99;75;23.99;Parental Guidance Suggested;414;Foreign
415;2006-02-15 05:03;HIGH ENCINO;A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia;2006;English;3;2.99;84;23.99;Restricted;415;Horror
416;2006-02-15 05:03;HIGHBALL POTTER;A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert;2006;English;6;0.99;110;10.99;Restricted;416;Foreign
417;2006-02-15 05:03;HILLS NEIGHBORS;A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat;2006;English;5;0.99;93;29.99;General Audiences;417;Action
418;2006-02-15 05:03;HOBBIT ALIEN;A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station;2006;English;5;0.99;157;27.99;Parents Strongly Cautioned;418;Drama
419;2006-02-15 05:03;HOCUS FRIDA;A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank;2006;English;4;2.99;141;19.99;General Audiences;419;Family
420;2006-02-15 05:03;HOLES BRANNIGAN;A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies;2006;English;7;4.99;128;27.99;Parental Guidance Suggested;420;Sports
421;2006-02-15 05:03;HOLIDAY GAMES;A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan;2006;English;7;4.99;78;10.99;Parents Strongly Cautioned;421;Foreign
422;2006-02-15 05:03;HOLLOW JEOPARDY;A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery;2006;English;7;4.99;136;25.99;No One Under 17 Admitted ;422;Sci-Fi
423;2006-02-15 05:03;HOLLYWOOD ANONYMOUS;A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat;2006;English;7;0.99;69;29.99;Parental Guidance Suggested;423;Children
424;2006-02-15 05:03;HOLOCAUST HIGHBALL;A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia;2006;English;6;0.99;149;12.99;Restricted;424;Children
425;2006-02-15 05:03;HOLY TADPOLE;A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory;2006;English;6;0.99;88;20.99;Restricted;425;Classics
426;2006-02-15 05:03;HOME PITY;A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention;2006;English;7;4.99;185;15.99;Restricted;426;Music
427;2006-02-15 05:03;HOMEWARD CIDER;A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse;2006;English;5;0.99;103;19.99;Restricted;427;Documentary
428;2006-02-15 05:03;HOMICIDE PEACH;A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention;2006;English;6;2.99;141;21.99;Parents Strongly Cautioned;428;Family
429;2006-02-15 05:03;HONEY TIES;A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank;2006;English;3;0.99;84;29.99;Restricted;429;Sports
430;2006-02-15 05:03;HOOK CHARIOTS;A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia;2006;English;7;0.99;49;23.99;General Audiences;430;Animation
431;2006-02-15 05:03;HOOSIERS BIRDCAGE;A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station;2006;English;3;2.99;176;12.99;General Audiences;431;Foreign
432;2006-02-15 05:03;HOPE TOOTSIE;A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank;2006;English;4;2.99;139;22.99;No One Under 17 Admitted ;432;Classics
433;2006-02-15 05:03;HORN WORKING;A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank;2006;English;4;2.99;95;23.99;Parental Guidance Suggested;433;Animation
434;2006-02-15 05:03;HORROR REIGN;A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria;2006;English;3;0.99;139;25.99;Restricted;434;Travel
435;2006-02-15 05:03;HOTEL HAPPINESS;A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback;2006;English;6;4.99;181;28.99;Parents Strongly Cautioned;435;Foreign
436;2006-02-15 05:03;HOURS RAGE;A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia;2006;English;4;0.99;122;14.99;No One Under 17 Admitted ;436;New
437;2006-02-15 05:03;HOUSE DYNAMITE;A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia;2006;English;7;2.99;109;13.99;Restricted;437;Family
438;2006-02-15 05:03;HUMAN GRAFFITI;A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico;2006;English;3;2.99;68;22.99;No One Under 17 Admitted ;438;Games
439;2006-02-15 05:03;HUNCHBACK IMPOSSIBLE;A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan;2006;English;4;4.99;151;28.99;Parents Strongly Cautioned;439;Drama
440;2006-02-15 05:03;HUNGER ROOF;A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft;2006;English;6;0.99;105;21.99;General Audiences;440;Foreign
441;2006-02-15 05:03;HUNTER ALTER;A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank;2006;English;5;2.99;125;21.99;Parents Strongly Cautioned;441;Documentary
442;2006-02-15 05:03;HUNTING MUSKETEERS;A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft;2006;English;6;2.99;65;24.99;No One Under 17 Admitted ;442;Family
443;2006-02-15 05:03;HURRICANE AFFAIR;A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft;2006;English;6;2.99;49;11.99;Parental Guidance Suggested;443;Comedy
444;2006-02-15 05:03;HUSTLER PARTY;A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert;2006;English;3;4.99;83;22.99;No One Under 17 Admitted ;444;Comedy
445;2006-02-15 05:03;HYDE DOCTOR;A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat;2006;English;5;2.99;100;11.99;General Audiences;445;Classics
446;2006-02-15 05:03;HYSTERICAL GRAIL;A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse;2006;English;5;4.99;150;19.99;Parental Guidance Suggested;446;Sports
447;2006-02-15 05:03;ICE CROSSING;A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse;2006;English;5;2.99;131;28.99;Restricted;447;Games
448;2006-02-15 05:03;IDAHO LOVE;A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback;2006;English;3;2.99;172;25.99;Parents Strongly Cautioned;448;New
449;2006-02-15 05:03;IDENTITY LOVER;A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback;2006;English;4;2.99;119;12.99;Parents Strongly Cautioned;449;Sci-Fi
450;2006-02-15 05:03;IDOLS SNATCHERS;A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery;2006;English;5;2.99;84;29.99;No One Under 17 Admitted ;450;Children
451;2006-02-15 05:03;IGBY MAKER;A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory;2006;English;7;4.99;160;12.99;No One Under 17 Admitted ;451;Travel
452;2006-02-15 05:03;ILLUSION AMELIE;A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft;2006;English;4;0.99;122;15.99;Restricted;452;Foreign
453;2006-02-15 05:03;IMAGE PRINCESS;A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies;2006;English;3;2.99;178;17.99;Parents Strongly Cautioned;453;Sports
454;2006-02-15 05:03;IMPACT ALADDIN;A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank;2006;English;6;0.99;180;20.99;Parents Strongly Cautioned;454;Music
455;2006-02-15 05:03;IMPOSSIBLE PREJUDICE;A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China;2006;English;7;4.99;103;11.99;No One Under 17 Admitted ;455;Foreign
456;2006-02-15 05:03;INCH JET;A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery;2006;English;6;4.99;167;18.99;No One Under 17 Admitted ;456;Animation
457;2006-02-15 05:03;INDEPENDENCE HOTEL;A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery;2006;English;5;0.99;157;21.99;No One Under 17 Admitted ;457;Documentary
458;2006-02-15 05:03;INDIAN LOVE;A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House;2006;English;4;0.99;135;26.99;No One Under 17 Admitted ;458;Family
459;2006-02-15 05:03;INFORMER DOUBLE;A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies;2006;English;4;4.99;74;23.99;No One Under 17 Admitted ;459;Foreign
460;2006-02-15 05:03;INNOCENT USUAL;A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback;2006;English;3;4.99;178;26.99;Parents Strongly Cautioned;460;Foreign
461;2006-02-15 05:03;INSECTS STONE;A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse;2006;English;3;0.99;123;14.99;No One Under 17 Admitted ;461;Animation
462;2006-02-15 05:03;INSIDER ARIZONA;A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory;2006;English;5;2.99;78;17.99;No One Under 17 Admitted ;462;Music
463;2006-02-15 05:03;INSTINCT AIRPORT;A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse;2006;English;4;2.99;116;21.99;Parental Guidance Suggested;463;Sports
464;2006-02-15 05:03;INTENTIONS EMPIRE;A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat;2006;English;3;2.99;107;13.99;Parents Strongly Cautioned;464;Animation
465;2006-02-15 05:03;INTERVIEW LIAISONS;A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse;2006;English;4;4.99;59;17.99;Restricted;465;New
466;2006-02-15 05:03;INTOLERABLE INTENTIONS;A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention;2006;English;6;4.99;63;20.99;Parents Strongly Cautioned;466;Documentary
467;2006-02-15 05:03;INTRIGUE WORST;A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat;2006;English;6;0.99;181;10.99;General Audiences;467;Foreign
468;2006-02-15 05:03;INVASION CYCLONE;A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery;2006;English;5;2.99;97;12.99;Parental Guidance Suggested;468;Children
469;2006-02-15 05:03;IRON MOON;A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon;2006;English;7;4.99;46;27.99;Parental Guidance Suggested;469;Classics
470;2006-02-15 05:03;ISHTAR ROCKETEER;A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House;2006;English;4;4.99;79;24.99;Restricted;470;Animation
471;2006-02-15 05:03;ISLAND EXORCIST;A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House;2006;English;7;2.99;84;23.99;No One Under 17 Admitted ;471;Classics
472;2006-02-15 05:03;ITALIAN AFRICAN;A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat;2006;English;3;4.99;174;24.99;General Audiences;472;Travel
473;2006-02-15 05:03;JACKET FRISCO;A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon;2006;English;5;2.99;181;16.99;Parents Strongly Cautioned;473;Drama
474;2006-02-15 05:03;JADE BUNCH;A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station;2006;English;6;2.99;174;21.99;No One Under 17 Admitted ;474;Sports
475;2006-02-15 05:03;JAPANESE RUN;A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback;2006;English;6;0.99;135;29.99;General Audiences;475;Horror
476;2006-02-15 05:03;JASON TRAP;A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery;2006;English;5;2.99;130;9.99;No One Under 17 Admitted ;476;Family
477;2006-02-15 05:03;JAWBREAKER BROOKLYN;A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat;2006;English;5;0.99;118;15.99;Parental Guidance Suggested;477;Music
478;2006-02-15 05:03;JAWS HARRY;A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House;2006;English;4;2.99;112;10.99;General Audiences;478;Comedy
